short_ref,full_ref,ref_id,study_id,context_raw,action_goals,system_orientation,local_global,experimental_manipulation,manipulation_category,positive_future,appraisal_possible,appraisal_probable,appraisal_controllable,sample_hope_min,sample_hope_max,sample_hope_m,sample_hope_sd,notes,dv_measurement,dv_min,dv_max,dv_mean,dv_sd,eff_min,eff_max,eff_mean,eff_sd,pub_type,study_design,data_type,n,age_m,female_prop,sample_type,Western,educated,industrialised,rich,individualism,looseness,tight_loose_dichotomous,uncertainty_avoidance,power_distance,year,country,gini,coc,democracy_index,regime_type,intractable_conflict,r,hope_type,dv_type,action_type,alignment,hope_n,hope_m,hope_sd,control_n,control_m,control_sd
Hasan-Aslih et al. (2019),"Hasan-Aslih, S., Pliskin, R., van Zomeren, M., Halperin, E., & Saguy, T. (2019). A darker side of hope: Harmony-focused hope decreases collective action intentions among the disadvantaged. Personality and Social Psychology Bulletin, 45(2), 209–223. https://doi.org/10.1177/0146167218783190",11,S1a,"Palestinian anti-genocide/police brutality protests in 2014, disadvantaged group action",Racial/ethnic equality,System challenging,Local,,,,,,,1,6,4.12,1.93,,scale,1,6,4.96,1.18,1,6,4.88,1.07,published,correlational,correlational,152,31.6,56.57894737,other convenience,0,0,0,0,,,,,,2019,Palestine,,,3.89,Authoritarian regime,1,-0.02,Hope for social change,intentions,Conventional,Aligned,,,,,,
Hasan-Aslih et al. (2019),"Hasan-Aslih, S., Pliskin, R., van Zomeren, M., Halperin, E., & Saguy, T. (2019). A darker side of hope: Harmony-focused hope decreases collective action intentions among the disadvantaged. Personality and Social Psychology Bulletin, 45(2), 209–223. https://doi.org/10.1177/0146167218783190",11,S1b,"Palestinian electorial protests against racist treatment by Israeli officials, delegitimisation by politicians and extremists, disadvantaged group action",Racial/ethnic equality,System challenging,Local,,,,,,,1,6,3.04,1.51,,scale,1,6,4.71,0.95,1,6,4.85,1.12,published,correlational,correlational,153,27.1,48.36601307,other convenience,0,0,0,0,,,,,,2019,Palestine,,,3.89,Authoritarian regime,1,-0.18,Hope for harmony,intentions,Conventional,Aligned,,,,,,
Hasan-Aslih et al. (2019),"Hasan-Aslih, S., Pliskin, R., van Zomeren, M., Halperin, E., & Saguy, T. (2019). A darker side of hope: Harmony-focused hope decreases collective action intentions among the disadvantaged. Personality and Social Psychology Bulletin, 45(2), 209–223. https://doi.org/10.1177/0146167218783190",11,S1b,"Palestinian electorial protests against racist treatment by Israeli officials, delegitimisation by politicians and extremists, disadvantaged group action",Racial/ethnic equality,System challenging,Local,,,,,,,1,6,3.74,1.58,,scale,1,6,4.71,0.95,1,6,4.85,1.12,published,correlational,correlational,153,27.1,48.36601307,other convenience,0,0,0,0,,,,,,2019,Palestine,,,3.89,Authoritarian regime,1,0.01,Hope for social change,intentions,Conventional,Aligned,,,,,,
Hasan-Aslih et al. (2019),"Hasan-Aslih, S., Pliskin, R., van Zomeren, M., Halperin, E., & Saguy, T. (2019). A darker side of hope: Harmony-focused hope decreases collective action intentions among the disadvantaged. Personality and Social Psychology Bulletin, 45(2), 209–223. https://doi.org/10.1177/0146167218783190",11,S2,"Palestinian protests against systematic housing demolitions by Israeli authorities, disadvantaged group action",Racial/ethnic equality,System challenging,Local,,,,,,,1,6,4.0697,1.30191,,scale,1,6,4.1645,1.24055,,,,,published,experimental,correlational,276,,61.95652174,student,0,0,0,0,,,,,,2019,Palestine,,,3.89,Authoritarian regime,1,-0.074,Hope for harmony,intentions,Conventional,Aligned,,,,,,
Hasan-Aslih et al. (2019),"Hasan-Aslih, S., Pliskin, R., van Zomeren, M., Halperin, E., & Saguy, T. (2019). A darker side of hope: Harmony-focused hope decreases collective action intentions among the disadvantaged. Personality and Social Psychology Bulletin, 45(2), 209–223. https://doi.org/10.1177/0146167218783190",11,S2,"Palestinian protests against systematic housing demolitions by Israeli authorities, disadvantaged group action",Racial/ethnic equality,System challenging,Local,,,,,,,1,6,4.5589,1.16811,,scale,1,6,4.1645,1.24055,,,,,published,experimental,correlational,276,,61.95652174,student,0,0,0,0,,,,,,2019,Palestine,,,3.89,Authoritarian regime,1,0.28,Hope for social change,intentions,Conventional,Aligned,,,,,,
Hasan-Aslih et al. (2019),"Hasan-Aslih, S., Pliskin, R., van Zomeren, M., Halperin, E., & Saguy, T. (2019). A darker side of hope: Harmony-focused hope decreases collective action intentions among the disadvantaged. Personality and Social Psychology Bulletin, 45(2), 209–223. https://doi.org/10.1177/0146167218783190",11,S1c,Racial equality in the US by Black Americans (disadvantaged group),Racial/ethnic equality,System challenging,Local,,,,,,,1,6,5.08,1.2,,scale,1,6,3.63,0.13,1,6,4.62,1.11,published,correlational,correlational,225,31.6,49.77777778,panel,1,1,1,1,60,58,Tight cultures,40,48,2019,United States,0.419,73.17,7.96,Flawed democracy,0,0,Hope for harmony,intentions,Conventional,Aligned,,,,,,
Hasan-Aslih et al. (2019),"Hasan-Aslih, S., Pliskin, R., van Zomeren, M., Halperin, E., & Saguy, T. (2019). A darker side of hope: Harmony-focused hope decreases collective action intentions among the disadvantaged. Personality and Social Psychology Bulletin, 45(2), 209–223. https://doi.org/10.1177/0146167218783190",11,S1c,Racial equality in the US by Black Americans (disadvantaged group),Racial/ethnic equality,System challenging,Local,,,,,,,1,6,4.91,1.2,,scale,1,6,3.63,0.13,1,6,4.62,1.11,published,correlational,correlational,225,31.6,49.77777778,panel,1,1,1,1,60,58,Tight cultures,40,48,2019,United States,0.419,73.17,7.96,Flawed democracy,0,0.14,Hope for social change,intentions,Conventional,Aligned,,,,,,
Judge et al. (2022),"Judge, M., Fernando, J. W., & Begeny, C. T. (2022). Dietary behaviour as a form of collective action: A social identity model of vegan activism. Appetite, 168, 105730. https://doi.org/10.1016/j.appet.2021.105730",12,S1,Vegan activism,Environmental protection,System challenging,Global,,,,,,,1,7,,,,scale,1,5,3.59,0.79,1,7,6.5,0.69,published,correlational,correlational,351,35.07,82.33618234,other convenience,,,,,,,,,,2022,Multiple,,,,,0,0.115,State hope,self-reported behaviour,Conventional,Aligned,,,,,,
Judge et al. (2022),"Judge, M., Fernando, J. W., & Begeny, C. T. (2022). Dietary behaviour as a form of collective action: A social identity model of vegan activism. Appetite, 168, 105730. https://doi.org/10.1016/j.appet.2021.105730",12,S2,Vegan activism,Environmental protection,System challenging,Global,,,,,,,1,7,,,,scale,1,5,3.07,0.85,1,7,5.76,1.01,published,correlational,correlational,340,31.5,71.17647059,panel,,,,,,,,,,2022,Multiple,,,,,0,0.19,State hope,self-reported behaviour,Conventional,Aligned,,,,,,
Judge et al. (2022),"Judge, M., Fernando, J. W., & Begeny, C. T. (2022). Dietary behaviour as a form of collective action: A social identity model of vegan activism. Appetite, 168, 105730. https://doi.org/10.1016/j.appet.2021.105730",12,S2,Vegan activism,Environmental protection,System challenging,Global,,,,,,,1,7,,,,,,,,,1,7,5.76,1.01,published,correlational,correlational,340,31.5,71.17647059,panel,,,,,,,,,,2022,Multiple,,,,,0,0.21,State hope,self-reported behaviour,Conventional,Aligned,,,,,,
Petkanopoulou et al. (2022),"Petkanopoulou, K., Chryssochoou, X., Zacharia, M., & Pavlopoulos, V. (2022). Collective disadvantage in the context of socioeconomic crisis in Greece: The role of system-directed anger, politicians-directed anger and hope in normative and non-normative collective action participation. Journal of Community and Applied Social Psychology, 32(4), 589–607. https://doi.org/10.1002/casp.2580",13,S1,Socioeconomic crisis in Greece,Socioeconomic justice,System challenging,Local,,,,,,,1,7,3.64,1.22,,scale,1,7,5.27,1.38,,,,,published,correlational,correlational,470,36.11,68.93617021,other convenience,1,1,1,1,59,58.3,Tight cultures,60,100,2022,Greece,0.334,54.38,7.97,Flawed democracy,0,0.11,Hope for social change,intentions,Conventional,Aligned,,,,,,
Petkanopoulou et al. (2022),"Petkanopoulou, K., Chryssochoou, X., Zacharia, M., & Pavlopoulos, V. (2022). Collective disadvantage in the context of socioeconomic crisis in Greece: The role of system-directed anger, politicians-directed anger and hope in normative and non-normative collective action participation. Journal of Community and Applied Social Psychology, 32(4), 589–607. https://doi.org/10.1002/casp.2580",13,S1,Socioeconomic crisis in Greece,Socioeconomic justice,System challenging,Local,,,,,,,1,7,3.64,1.22,,scale,1,7,2.27,1.42,,,,,published,correlational,correlational,470,36.11,68.93617021,other convenience,1,1,1,1,59,58.3,Tight cultures,60,100,2022,Greece,0.334,54.38,7.97,Flawed democracy,0,0.008,Hope for social change,intentions,Radical,Aligned,,,,,,
Petkanopoulou et al. (2022),"Petkanopoulou, K., Chryssochoou, X., Zacharia, M., & Pavlopoulos, V. (2022). Collective disadvantage in the context of socioeconomic crisis in Greece: The role of system-directed anger, politicians-directed anger and hope in normative and non-normative collective action participation. Journal of Community and Applied Social Psychology, 32(4), 589–607. https://doi.org/10.1002/casp.2580",13,S1,Socioeconomic crisis in Greece,Socioeconomic justice,System challenging,Local,,,,,,,1,7,3.64,1.22,,scale,1,7,3.85,1.7,,,,,published,correlational,correlational,470,36.11,68.93617021,other convenience,1,1,1,1,59,58.3,Tight cultures,60,100,2022,Greece,0.334,54.38,7.97,Flawed democracy,0,0.019,Hope for social change,intentions,Conventional,Aligned,,,,,,
Geiger et al. (2021),"Geiger, N., Swim, J. K., Gasper, K., Fraser, J., & Flinner, K. (2021). How do I feel when I think about taking action? Hope and boredom, not anxiety and helplessness, predict intentions to take climate action. Journal of Environmental Psychology, 76, 101649. https://doi.org/10.1016/j.jenvp.2021.101649",14,S1,Climate action,Environmental protection,System challenging,Global,,,,,,,-1.5,1.5,0.33,0.62,,scale,-2,2,0.7,0.88,,,,,published,correlational,correlational,4964,,64,field,1,1,1,1,60,58,Tight cultures,40,48,2021,United States,0.397,70.61,7.85,Flawed democracy,0,0.45,State hope,intentions,Conventional,Aligned,,,,,,
Greenaway et al. (2016),"Greenaway, K. H., Cichocka, A., van Veelen, R., Likki, T., & Branscombe, N. R. (2016). Feeling hopeful inspires support for social change. Political Psychology, 37(1), 89–107. https://doi.org/10.1111/pops.12225",15,S1,Racial equality in the Netherlands (native-Dutch and Turkish-Dutch relations) and the US (White vs Hispanic relations),Racial/ethnic equality,System challenging,Local,,,,,,,1,7,4.45,1.53,"Support for social change averaged across general support for reduced intergroup equality, behavioural intentions, and support for political actions. Group efficacy details were averaged across disadvantaged and advantaged group efficacy.",scale,1,7,3.84,1.11,1,7,4.49,1.17,published,correlational,correlational,274,18.81,85.71428571,student,1,1,1,1,100,78.9,Loose cultures,38,53,2016,Netherlands,0.282,86.47,8.8,Full democracy,0,0.25,State hope,intentions,Conventional,Aligned,,,,,,
Greenaway et al. (2016),"Greenaway, K. H., Cichocka, A., van Veelen, R., Likki, T., & Branscombe, N. R. (2016). Feeling hopeful inspires support for social change. Political Psychology, 37(1), 89–107. https://doi.org/10.1111/pops.12225",15,S2,"Racial equality in colonial context in the US, Native Americans (disadvantaged group) vs non-Native Americans (advantaged group)",Racial/ethnic equality,System challenging,Local,,,,,,,1,7,4.78,1.6,"Support for social change averaged across general support for reduced intergroup equality, behavioural intentions, and support for political actions. Group efficacy details were averaged across disadvantaged and advantaged group efficacy.",scale,1,7,4.56,1.1,1,7,4.715,1.33,published,correlational,correlational,165,37.18,49.6969697,panel,1,1,1,1,60,58,Tight cultures,40,48,2016,United States,0.413,73,7.98,Flawed democracy,0,0.27,State hope,intentions,Conventional,Aligned,,,,,,
Greenaway et al. (2016),"Greenaway, K. H., Cichocka, A., van Veelen, R., Likki, T., & Branscombe, N. R. (2016). Feeling hopeful inspires support for social change. Political Psychology, 37(1), 89–107. https://doi.org/10.1111/pops.12225",15,S3,"Racial equality in colonial context in the US, Native Americans (disadvantaged group) vs non-Native Americans (advantaged group)",Racial/ethnic equality,System challenging,Local,,,,,,,1,7,4.26,1.54,"Support for social change averaged across general support for reduced intergroup equality, behavioural intentions, and support for political actions. Group efficacy details were averaged across disadvantaged and advantaged group efficacy.",scale,1,7,4.41,1.12,1,7,4.575,1.25,published,correlational,correlational,100,38.48,43,panel,1,1,1,1,60,58,Tight cultures,40,48,2016,United States,0.413,73,7.98,Flawed democracy,0,0.27,State hope,intentions,Conventional,Aligned,,,,,,
Greenaway et al. (2016),"Greenaway, K. H., Cichocka, A., van Veelen, R., Likki, T., & Branscombe, N. R. (2016). Feeling hopeful inspires support for social change. Political Psychology, 37(1), 89–107. https://doi.org/10.1111/pops.12225",15,S4,"Racial equality in colonial context in the US, Native Americans (disadvantaged group) vs non-Native Americans (advantaged group)",Racial/ethnic equality,System challenging,Local,,,,,,,1,7,4.22,1.58,"Support for social change averaged across general support for reduced intergroup equality, behavioural intentions, and support for political actions. Group efficacy details were averaged across disadvantaged and advantaged group efficacy.",scale,1,7,4.43,1.12,1,7,4.46,1.445,published,experimental,correlational,58,34.66,12.2,panel,1,1,1,1,60,58,Tight cultures,40,48,2016,United States,0.413,73,7.98,Flawed democracy,0,0.21,State hope,intentions,Conventional,Aligned,,,,,,
Cohen-Chen et al. (2017),"Cohen-Chen, S., Crisp, R. J., & Halperin, E. (2017). Hope comes in many forms: Out-group expressions of hope override low support and promote reconciliation in conflicts. Social Psychological and Personality Science, 8(2), 153–161. https://doi.org/10.1177/1948550616667612",16,S1,Israeli peace/reconciliation towards Palestinians,Peace/reconciliation,System compatible,Local,,,,,,,1,6,3.64,1.12,,scale,1,6,3.26,1.49,,,,,published,experimental,correlational,87,30.45,52.87356322,other convenience,1,1,1,1,56,,,13,81,2017,Israel,0.382,64.23,7.79,Flawed democracy,1,0.54,Hope for harmony,attitudinal support,Conventional,Aligned,,,,,,
Cohen-Chen et al. (2017),"Cohen-Chen, S., Crisp, R. J., & Halperin, E. (2017). Hope comes in many forms: Out-group expressions of hope override low support and promote reconciliation in conflicts. Social Psychological and Personality Science, 8(2), 153–161. https://doi.org/10.1177/1948550616667612",16,S1,Israeli peace/reconciliation towards Palestinians,Peace/reconciliation,System compatible,Local,"High vs low expressed Palestinian hope for peace. Participants in the high Palestinian hope condition read that this proposal led 80% of Palestinians to experience hope for peace, while for the low Palestinian hope condition, the percentage was 20%.",Expressions of outgroup hope vignette,1,,,,1,6,3.64,1.12,,scale,1,6,3.26,1.49,,,,,published,experimental,experimental,87,30.45,52.87356322,other convenience,1,1,1,1,56,,,13,81,2017,Israel,0.382,64.23,7.79,Flawed democracy,1,,Hope for harmony,attitudinal support,Conventional,Aligned,45,3.58,1.56,42,2.91,1.35
Cohen-Chen et al. (2017),"Cohen-Chen, S., Crisp, R. J., & Halperin, E. (2017). Hope comes in many forms: Out-group expressions of hope override low support and promote reconciliation in conflicts. Social Psychological and Personality Science, 8(2), 153–161. https://doi.org/10.1177/1948550616667612",16,S2,Israeli peace/reconciliation towards Palestinians,Peace/reconciliation,System compatible,Local,,,,,,,1,6,3.94,1.36,,scale,1,6,3.44,1.71,,,,,published,experimental,correlational,127,30.11,54.61538462,other convenience,1,1,1,1,56,,,13,81,2017,Israel,0.382,64.23,7.79,Flawed democracy,1,0.6,Hope for harmony,attitudinal support,Conventional,Aligned,,,,,,
Cohen-Chen et al. (2017),"Cohen-Chen, S., Crisp, R. J., & Halperin, E. (2017). Hope comes in many forms: Out-group expressions of hope override low support and promote reconciliation in conflicts. Social Psychological and Personality Science, 8(2), 153–161. https://doi.org/10.1177/1948550616667612",16,S2,Israeli peace/reconciliation towards Palestinians,Peace/reconciliation,System compatible,Local,"High vs low expressed Palestinian hope for peace. Participants in the high Palestinian hope condition read that this proposal led 80% of Palestinians to experience hope for peace, while for the low Palestinian hope condition, the percentage was 20%.",Expressions of outgroup hope vignette,1,,,,1,6,3.94,1.36,,scale,1,6,3.44,1.71,,,,,published,experimental,experimental,64,30.11,54.61538462,other convenience,1,1,1,1,56,,,13,81,2017,Israel,0.382,64.23,7.79,Flawed democracy,1,,Hope for harmony,attitudinal support,Conventional,Aligned,33,3.43,1.94,31,3.03,1.45
Lesham & Halperin (2020),"Leshem, O. A., & Halperin, E. (2020). Hoping for peace during protracted conflict: Citizens’ hope is based on inaccurate appraisals of their adversary’s hope for peace. Journal of Conflict Resolution, 64(7–8), 1390–1417. https://doi.org/10.1177/0022002719896406",17,S1,Palestinian and Israeli (pooled) support for peace/reconciliation,Peace/reconciliation,System supporting,Local,,,,,,,0,5,3.39,1.43,Hope averaged across wish for peace and expectation for peace,scale,1,5,2.27,1.24,,,,,published,correlational,correlational,1000,40,49.1,nationally representative panel,0,0,0,0,,,,,,2020,Palestine,,,3.83,Authoritarian regime,1,0.376,Hope for harmony,intentions,Conventional,Aligned,,,,,,
